"kodewilayah","provinsi","kabupatenkota","kecamatan"
352612,"Jawa Timur","Kab. Bangkalan","Labang"
352613,"Jawa Timur","Kab. Bangkalan","Tanah Merah"
352614,"Jawa Timur","Kab. Bangkalan","Tragah"
352615,"Jawa Timur","Kab. Bangkalan","Blega"
352616,"Jawa Timur","Kab. Bangkalan","Modung"
352617,"Jawa Timur","Kab. Bangkalan","Konang"
352618,"Jawa Timur","Kab. Bangkalan","Galis"
352701,"Jawa Timur","Kab. Sampang","Sreseh"
352702,"Jawa Timur","Kab. Sampang","Torjun"
352703,"Jawa Timur","Kab. Sampang","Sampang"
352704,"Jawa Timur","Kab. Sampang","Camplong"
352705,"Jawa Timur","Kab. Sampang","Omben"
352706,"Jawa Timur","Kab. Sampang","Kedungdung"
352707,"Jawa Timur","Kab. Sampang","Jrengik"
352708,"Jawa Timur","Kab. Sampang","Tambelangan"
352709,"Jawa Timur","Kab. Sampang","Banyuates"
352710,"Jawa Timur","Kab. Sampang","Robatal"
352711,"Jawa Timur","Kab. Sampang","Sokobanah"
352712,"Jawa Timur","Kab. Sampang","Ketapang"
352713,"Jawa Timur","Kab. Sampang","Pangarengan"
352714,"Jawa Timur","Kab. Sampang","Karangpenang"
352801,"Jawa Timur","Kab. Pamekasan","Tlanakan"
352802,"Jawa Timur","Kab. Pamekasan","Pademawu"
352803,"Jawa Timur","Kab. Pamekasan","Galis"
352804,"Jawa Timur","Kab. Pamekasan","Pamekasan"
352805,"Jawa Timur","Kab. Pamekasan","Proppo"
352806,"Jawa Timur","Kab. Pamekasan","Palenga""an"
352807,"Jawa Timur","Kab. Pamekasan","Pegantenan"
352808,"Jawa Timur","Kab. Pamekasan","Larangan"
352809,"Jawa Timur","Kab. Pamekasan","Pakong"
352810,"Jawa Timur","Kab. Pamekasan","Waru"
352811,"Jawa Timur","Kab. Pamekasan","Batumarmar"
352812,"Jawa Timur","Kab. Pamekasan","Kadur"
352813,"Jawa Timur","Kab. Pamekasan","Pasean"
352901,"Jawa Timur","Kab. Sumenep","Kota Sumenep"
352902,"Jawa Timur","Kab. Sumenep","Kalianget"
352903,"Jawa Timur","Kab. Sumenep","Manding"
352904,"Jawa Timur","Kab. Sumenep","Talango"
352905,"Jawa Timur","Kab. Sumenep","Bluto"
352906,"Jawa Timur","Kab. Sumenep","Saronggi"
352907,"Jawa Timur","Kab. Sumenep","Lenteng"
352908,"Jawa Timur","Kab. Sumenep","Gili Ginting"
352909,"Jawa Timur","Kab. Sumenep","Guluk-Guluk"
352910,"Jawa Timur","Kab. Sumenep","Ganding"
352911,"Jawa Timur","Kab. Sumenep","Pragaan"
352912,"Jawa Timur","Kab. Sumenep","Ambunten"
352913,"Jawa Timur","Kab. Sumenep","Pasongsongan"
352914,"Jawa Timur","Kab. Sumenep","Dasuk"
352915,"Jawa Timur","Kab. Sumenep","Rubaru"
352916,"Jawa Timur","Kab. Sumenep","Batang Batang"
352917,"Jawa Timur","Kab. Sumenep","Batu Putih"
352918,"Jawa Timur","Kab. Sumenep","Dungkek"
352919,"Jawa Timur","Kab. Sumenep","Gapura"
352920,"Jawa Timur","Kab. Sumenep","Gayam"
352921,"Jawa Timur","Kab. Sumenep","Nonggunong"
352922,"Jawa Timur","Kab. Sumenep","Ra""as"
352923,"Jawa Timur","Kab. Sumenep","Masalembu"
352924,"Jawa Timur","Kab. Sumenep","Arjasa"
352925,"Jawa Timur","Kab. Sumenep","Sapeken"
352926,"Jawa Timur","Kab. Sumenep","Batuan"
352927,"Jawa Timur","Kab. Sumenep","Kangayan"
357101,"Jawa Timur","Kota Kediri","Mojoroto"
357102,"Jawa Timur","Kota Kediri","Kota"
357103,"Jawa Timur","Kota Kediri","Pesantren"
357201,"Jawa Timur","Kota Blitar","Kepanjenkidul"
357202,"Jawa Timur","Kota Blitar","Sukorejo"
357203,"Jawa Timur","Kota Blitar","Sananwetan"
357301,"Jawa Timur","Kota Malang","Blimbing"
357302,"Jawa Timur","Kota Malang","Klojen"
357303,"Jawa Timur","Kota Malang","Kedungkandang"
357304,"Jawa Timur","Kota Malang","Sukun"
357305,"Jawa Timur","Kota Malang","Lowokwaru"
357401,"Jawa Timur","Kota Probolinggo","Kademangan"
357402,"Jawa Timur","Kota Probolinggo","Wonoasih"
357403,"Jawa Timur","Kota Probolinggo","Mayangan"
357404,"Jawa Timur","Kota Probolinggo","Kanigaran"
357405,"Jawa Timur","Kota Probolinggo","Kedopak"
357501,"Jawa Timur","Kota Pasuruan","Gadingrejo"
357502,"Jawa Timur","Kota Pasuruan","Purworejo"
357503,"Jawa Timur","Kota Pasuruan","Bugul Kidul"
357504,"Jawa Timur","Kota Pasuruan","Panggungrejo"
357601,"Jawa Timur","Kota Mojokerto","Prajurit Kulon"
357602,"Jawa Timur","Kota Mojokerto","Magersari"
357701,"Jawa Timur","Kota Madiun","Kartoharjo"
357702,"Jawa Timur","Kota Madiun","Manguharjo"
357703,"Jawa Timur","Kota Madiun","Taman"
357801,"Jawa Timur","Kota Surabaya","Karangpilang"
357802,"Jawa Timur","Kota Surabaya","Wonocolo"
357803,"Jawa Timur","Kota Surabaya","Rungkut"
357804,"Jawa Timur","Kota Surabaya","Wonokromo"
357805,"Jawa Timur","Kota Surabaya","Tegalsari"
357806,"Jawa Timur","Kota Surabaya","Sawahan"
357807,"Jawa Timur","Kota Surabaya","Genteng"
357808,"Jawa Timur","Kota Surabaya","Gubeng"
357809,"Jawa Timur","Kota Surabaya","Sukolilo"
357810,"Jawa Timur","Kota Surabaya","Tambaksari"
357811,"Jawa Timur","Kota Surabaya","Simokerto"
357812,"Jawa Timur","Kota Surabaya","Pabean Cantikan"
357813,"Jawa Timur","Kota Surabaya","Bubutan"
357814,"Jawa Timur","Kota Surabaya","Tandes"
357815,"Jawa Timur","Kota Surabaya","Krembangan"
357816,"Jawa Timur","Kota Surabaya","Semampir"
357817,"Jawa Timur","Kota Surabaya","Kenjeran"
357818,"Jawa Timur","Kota Surabaya","Lakarsantri"
357819,"Jawa Timur","Kota Surabaya","Benowo"
357820,"Jawa Timur","Kota Surabaya","Wiyung"
357821,"Jawa Timur","Kota Surabaya","Dukuhpakis"
357822,"Jawa Timur","Kota Surabaya","Gayungan"
357823,"Jawa Timur","Kota Surabaya","Jambangan"
357824,"Jawa Timur","Kota Surabaya","Tenggilis Mejoyo"
357825,"Jawa Timur","Kota Surabaya","Gunung Anyar"
357826,"Jawa Timur","Kota Surabaya","Mulyorejo"
357827,"Jawa Timur","Kota Surabaya","Sukomanunggal"
357828,"Jawa Timur","Kota Surabaya","Asem Rowo"
357829,"Jawa Timur","Kota Surabaya","Bulak"
357830,"Jawa Timur","Kota Surabaya","Pakal"
357831,"Jawa Timur","Kota Surabaya","Sambikerep"
357901,"Jawa Timur","Kota Batu","Batu"
357902,"Jawa Timur","Kota Batu","Bumiaji"
357903,"Jawa Timur","Kota Batu","Junrejo"
360101,"Banten","Kab. Pandeglang","Sumur"
360102,"Banten","Kab. Pandeglang","Cimanggu"
360103,"Banten","Kab. Pandeglang","Cibaliung"
360104,"Banten","Kab. Pandeglang","Cikeusik"
360105,"Banten","Kab. Pandeglang","Cigeulis"
360106,"Banten","Kab. Pandeglang","Panimbang"
360107,"Banten","Kab. Pandeglang","Angsana"
360108,"Banten","Kab. Pandeglang","Munjul"
360109,"Banten","Kab. Pandeglang","Pagelaran"
360110,"Banten","Kab. Pandeglang","Bojong"
360111,"Banten","Kab. Pandeglang","Picung"
360112,"Banten","Kab. Pandeglang","Labuan"
360113,"Banten","Kab. Pandeglang","Menes"
360114,"Banten","Kab. Pandeglang","Saketi"
360115,"Banten","Kab. Pandeglang","Cipeucang"
360116,"Banten","Kab. Pandeglang","Jiput"
360117,"Banten","Kab. Pandeglang","Mandalawangi"
360118,"Banten","Kab. Pandeglang","Cimanuk"
360119,"Banten","Kab. Pandeglang","Kaduhejo"
360120,"Banten","Kab. Pandeglang","Banjar"
360121,"Banten","Kab. Pandeglang","Pandeglang"
360122,"Banten","Kab. Pandeglang","Cadasari"
360123,"Banten","Kab. Pandeglang","Cisata"
360124,"Banten","Kab. Pandeglang","Patia"
360125,"Banten","Kab. Pandeglang","Karang Tanjung"
360126,"Banten","Kab. Pandeglang","Cikedal"
360127,"Banten","Kab. Pandeglang","Cibitung"
360128,"Banten","Kab. Pandeglang","Carita"
360129,"Banten","Kab. Pandeglang","Sukaresmi"
360130,"Banten","Kab. Pandeglang","Mekarjaya"
360131,"Banten","Kab. Pandeglang","Sindangresmi"
360132,"Banten","Kab. Pandeglang","Pulosari"
360133,"Banten","Kab. Pandeglang","Koroncong"
360134,"Banten","Kab. Pandeglang","Majasari"
360135,"Banten","Kab. Pandeglang","Sobang"
360201,"Banten","Kab. Lebak","Malingping"
360202,"Banten","Kab. Lebak","Panggarangan"
360203,"Banten","Kab. Lebak","Bayah"
360204,"Banten","Kab. Lebak","Cipanas"
360205,"Banten","Kab. Lebak","Muncang"
360206,"Banten","Kab. Lebak","Leuwidamar"
360207,"Banten","Kab. Lebak","Bojongmanik"
360208,"Banten","Kab. Lebak","Gunungkencana"
360209,"Banten","Kab. Lebak","Banjarsari"
360210,"Banten","Kab. Lebak","Cileles"
360211,"Banten","Kab. Lebak","Cimarga"
360212,"Banten","Kab. Lebak","Sajira"
360213,"Banten","Kab. Lebak","Maja"
360214,"Banten","Kab. Lebak","Rangkasbitung"
360215,"Banten","Kab. Lebak","Warunggunung"
360216,"Banten","Kab. Lebak","Cijaku"
360217,"Banten","Kab. Lebak","Cikulur"
360218,"Banten","Kab. Lebak","Cibadak"
360219,"Banten","Kab. Lebak","Cibeber"
360220,"Banten","Kab. Lebak","Cilograng"
360221,"Banten","Kab. Lebak","Wanasalam"
360222,"Banten","Kab. Lebak","Sobang"
360223,"Banten","Kab. Lebak","Curug bitung"
360224,"Banten","Kab. Lebak","Kalanganyar"
360225,"Banten","Kab. Lebak","Lebakgedong"
360226,"Banten","Kab. Lebak","Cihara"
360227,"Banten","Kab. Lebak","Cirinten"
360228,"Banten","Kab. Lebak","Cigemlong"
360301,"Banten","Kab. Tangerang","Balaraja"
360302,"Banten","Kab. Tangerang","Jayanti"
360303,"Banten","Kab. Tangerang","Tigaraksa"
360304,"Banten","Kab. Tangerang","Jambe"
360305,"Banten","Kab. Tangerang","Cisoka"
360306,"Banten","Kab. Tangerang","Kresek"
360307,"Banten","Kab. Tangerang","Kronjo"
360308,"Banten","Kab. Tangerang","Mauk"
360309,"Banten","Kab. Tangerang","Kemiri"
360310,"Banten","Kab. Tangerang","Sukadiri"
360311,"Banten","Kab. Tangerang","Rajeg"
360312,"Banten","Kab. Tangerang","Pasar Kemis"
360313,"Banten","Kab. Tangerang","Teluknaga"
360314,"Banten","Kab. Tangerang","Kosambi"
360315,"Banten","Kab. Tangerang","Pakuhaji"
360316,"Banten","Kab. Tangerang","Sepatan"
360317,"Banten","Kab. Tangerang","Curug"
360318,"Banten","Kab. Tangerang","Cikupa"
360319,"Banten","Kab. Tangerang","Panongan"
360320,"Banten","Kab. Tangerang","Legok"
360322,"Banten","Kab. Tangerang","Pagedangan"
360323,"Banten","Kab. Tangerang","Cisauk"
360327,"Banten","Kab. Tangerang","Sukamulya"
360328,"Banten","Kab. Tangerang","Kelapa Dua"
360329,"Banten","Kab. Tangerang","Sindang Jaya"
360330,"Banten","Kab. Tangerang","Sepatan Timur"
360331,"Banten","Kab. Tangerang","Solear"
360332,"Banten","Kab. Tangerang","Gunung Kaler"
360333,"Banten","Kab. Tangerang","Mekar Baru"
360405,"Banten","Kab. Serang","Kramatwatu"
360406,"Banten","Kab. Serang","Waringinkurung"
360407,"Banten","Kab. Serang","Bojonegara"
360408,"Banten","Kab. Serang","Pulo Ampel"
360409,"Banten","Kab. Serang","Ciruas"
360411,"Banten","Kab. Serang","Kragilan"
360412,"Banten","Kab. Serang","Pontang"
360413,"Banten","Kab. Serang","Tirtayasa"
360414,"Banten","Kab. Serang","Tanara"
360415,"Banten","Kab. Serang","Cikande"
360416,"Banten","Kab. Serang","Kibin"
360417,"Banten","Kab. Serang","Carenang"
360418,"Banten","Kab. Serang","Binuang"
360419,"Banten","Kab. Serang","Petir"
360420,"Banten","Kab. Serang","Tunjung Teja"
360422,"Banten","Kab. Serang","Baros"
360423,"Banten","Kab. Serang","Cikeusal"
360424,"Banten","Kab. Serang","Pamarayan"
360425,"Banten","Kab. Serang","Kopo"
360426,"Banten","Kab. Serang","Jawilan"
360427,"Banten","Kab. Serang","Ciomas"
360428,"Banten","Kab. Serang","Pabuaran"
360429,"Banten","Kab. Serang","Padarincang"
360430,"Banten","Kab. Serang","Anyar"
360431,"Banten","Kab. Serang","Cinangka"
360432,"Banten","Kab. Serang","Mancak"
360433,"Banten","Kab. Serang","Gunung Sari"
360434,"Banten","Kab. Serang","Bandung"
360435,"Banten","Kab. Serang","Lebak Wangi"
367101,"Banten","Kota Tangerang","Tangerang"
367102,"Banten","Kota Tangerang","Jatiuwung"
367103,"Banten","Kota Tangerang","Batuceper"
367104,"Banten","Kota Tangerang","Benda"
367105,"Banten","Kota Tangerang","Cipondoh"
367106,"Banten","Kota Tangerang","Ciledug"
367107,"Banten","Kota Tangerang","Karawaci"
367108,"Banten","Kota Tangerang","Periuk"
367109,"Banten","Kota Tangerang","Cibodas"
367110,"Banten","Kota Tangerang","Neglasari"
367111,"Banten","Kota Tangerang","Pinang"
367112,"Banten","Kota Tangerang","Karang Tengah"
367113,"Banten","Kota Tangerang","Larangan"
367201,"Banten","Kota Cilegon","Cibeber"
367202,"Banten","Kota Cilegon","Cilegon"
367203,"Banten","Kota Cilegon","Pulomerak"
367204,"Banten","Kota Cilegon","Ciwandan"
367205,"Banten","Kota Cilegon","Jombang"
367206,"Banten","Kota Cilegon","Gerogol"
367207,"Banten","Kota Cilegon","Purwakarta"
367208,"Banten","Kota Cilegon","Citangkil"
367301,"Banten","Kota Serang","Serang"
367302,"Banten","Kota Serang","Kasemen"
367303,"Banten","Kota Serang","Walantaka"
367304,"Banten","Kota Serang","Curug"
367305,"Banten","Kota Serang","Cipocok Jaya"
367306,"Banten","Kota Serang","Taktakan"
367401,"Banten","Kota Tangerang Selatan","Serpong"
367402,"Banten","Kota Tangerang Selatan","Serpong Utara"
367403,"Banten","Kota Tangerang Selatan","Pondok Aren"
367404,"Banten","Kota Tangerang Selatan","Ciputat"
367405,"Banten","Kota Tangerang Selatan","Ciputat Timur"
367406,"Banten","Kota Tangerang Selatan","Pamulang"
367407,"Banten","Kota Tangerang Selatan","Setu"
510101,"Bali","Kab. Jembrana","Negara"
510102,"Bali","Kab. Jembrana","Mendoyo"
510103,"Bali","Kab. Jembrana","Pekutatan"
510104,"Bali","Kab. Jembrana","Melaya"
510105,"Bali","Kab. Jembrana","Jembrana"
510201,"Bali","Kab. Tabanan","Selemadeg"
510202,"Bali","Kab. Tabanan","Salamadeg Timur"
510203,"Bali","Kab. Tabanan","Salemadeg Barat"
510204,"Bali","Kab. Tabanan","Kerambitan"
510205,"Bali","Kab. Tabanan","Tabanan"
510206,"Bali","Kab. Tabanan","Kediri"
510207,"Bali","Kab. Tabanan","Marga"
510208,"Bali","Kab. Tabanan","Penebel"
510209,"Bali","Kab. Tabanan","Baturiti"
510210,"Bali","Kab. Tabanan","Pupuan"
510301,"Bali","Kab. Badung","Kuta"
510302,"Bali","Kab. Badung","Mengwi"
510303,"Bali","Kab. Badung","Abiansemal"
510304,"Bali","Kab. Badung","Petang"
510305,"Bali","Kab. Badung","Kuta Selatan"
510306,"Bali","Kab. Badung","Kuta Utara"
510401,"Bali","Kab. Gianyar","Sukawati"
510402,"Bali","Kab. Gianyar","Blahbatuh"
510403,"Bali","Kab. Gianyar","Gianyar"
510404,"Bali","Kab. Gianyar","Tampaksiring"
510405,"Bali","Kab. Gianyar","Ubud"
510406,"Bali","Kab. Gianyar","Tegalallang"
510407,"Bali","Kab. Gianyar","Payangan"
510501,"Bali","Kab. Klungkung","Nusa Penida"
510502,"Bali","Kab. Klungkung","Banjarangkan"
510503,"Bali","Kab. Klungkung","Klungkung"
510504,"Bali","Kab. Klungkung","Dawan"
510601,"Bali","Kab. Bangli","Susut"
510602,"Bali","Kab. Bangli","Bangli"
510603,"Bali","Kab. Bangli","Tembuku"
510604,"Bali","Kab. Bangli","Kintamani"
510701,"Bali","Kab. Karangasem","Rendang"
510702,"Bali","Kab. Karangasem","Sidemen"
510703,"Bali","Kab. Karangasem","Manggis"
510704,"Bali","Kab. Karangasem","Karangasem"
510705,"Bali","Kab. Karangasem","Abang"
510706,"Bali","Kab. Karangasem","Bebandem"
510707,"Bali","Kab. Karangasem","Selat"
510708,"Bali","Kab. Karangasem","Kubu"
510801,"Bali","Kab. Buleleng","Gerokgak"
510802,"Bali","Kab. Buleleng","Seririt"
510803,"Bali","Kab. Buleleng","Busung biu"
510804,"Bali","Kab. Buleleng","Banjar"
510805,"Bali","Kab. Buleleng","Sukasada"
510806,"Bali","Kab. Buleleng","Buleleng"
510807,"Bali","Kab. Buleleng","Sawan"
510808,"Bali","Kab. Buleleng","Kubutambahan"
510809,"Bali","Kab. Buleleng","Tejakula"
517101,"Bali","Kota Denpasar","Denpasar Selatan"
517102,"Bali","Kota Denpasar","Denpasar Timur"
517103,"Bali","Kota Denpasar","Denpasar Barat"
517104,"Bali","Kota Denpasar","Denpasar Utara"
520101,"Nusa Tenggara Barat","Kab. Lombok Barat","Gerung"
520102,"Nusa Tenggara Barat","Kab. Lombok Barat","Kediri"
520103,"Nusa Tenggara Barat","Kab. Lombok Barat","Narmada"
520107,"Nusa Tenggara Barat","Kab. Lombok Barat","Sekotong"
520108,"Nusa Tenggara Barat","Kab. Lombok Barat","Labuapi"
520109,"Nusa Tenggara Barat","Kab. Lombok Barat","Gunungsari"
520112,"Nusa Tenggara Barat","Kab. Lombok Barat","Lingsar"
520113,"Nusa Tenggara Barat","Kab. Lombok Barat","Lembar"
520114,"Nusa Tenggara Barat","Kab. Lombok Barat","Batu Layar"
520115,"Nusa Tenggara Barat","Kab. Lombok Barat","Kuripan"
520201,"Nusa Tenggara Barat","Kab. Lombok Tengah","Praya"
520202,"Nusa Tenggara Barat","Kab. Lombok Tengah","Jonggat"
520203,"Nusa Tenggara Barat","Kab. Lombok Tengah","Batukliang"
520204,"Nusa Tenggara Barat","Kab. Lombok Tengah","Pujut"
520205,"Nusa Tenggara Barat","Kab. Lombok Tengah","Praya Barat"
520206,"Nusa Tenggara Barat","Kab. Lombok Tengah","Praya Timur"
520207,"Nusa Tenggara Barat","Kab. Lombok Tengah","Janapria"
520208,"Nusa Tenggara Barat","Kab. Lombok Tengah","Pringgarata"
520209,"Nusa Tenggara Barat","Kab. Lombok Tengah","Kopang"
520210,"Nusa Tenggara Barat","Kab. Lombok Tengah","Praya Tengah"
520211,"Nusa Tenggara Barat","Kab. Lombok Tengah","Praya Barat Daya"
520212,"Nusa Tenggara Barat","Kab. Lombok Tengah","Batukliang Utara"
520301,"Nusa Tenggara Barat","Kab. Lombok Timur","Keruak"
520302,"Nusa Tenggara Barat","Kab. Lombok Timur","Sakra"
520303,"Nusa Tenggara Barat","Kab. Lombok Timur","Terara"
520304,"Nusa Tenggara Barat","Kab. Lombok Timur","Sikur"
520305,"Nusa Tenggara Barat","Kab. Lombok Timur","Masbagik"
520306,"Nusa Tenggara Barat","Kab. Lombok Timur","Sukamulia"
520307,"Nusa Tenggara Barat","Kab. Lombok Timur","Selong"
520308,"Nusa Tenggara Barat","Kab. Lombok Timur","Pringgabaya"
520309,"Nusa Tenggara Barat","Kab. Lombok Timur","Aikmel"
520310,"Nusa Tenggara Barat","Kab. Lombok Timur","Sambelia"
520311,"Nusa Tenggara Barat","Kab. Lombok Timur","Montong Gading"
520312,"Nusa Tenggara Barat","Kab. Lombok Timur","Pringgasela"
520313,"Nusa Tenggara Barat","Kab. Lombok Timur","Suralaga"
520314,"Nusa Tenggara Barat","Kab. Lombok Timur","Wanasaba"
520315,"Nusa Tenggara Barat","Kab. Lombok Timur","Sembalun"
520316,"Nusa Tenggara Barat","Kab. Lombok Timur","Suwela"
520317,"Nusa Tenggara Barat","Kab. Lombok Timur","Labuhan Haji"
520318,"Nusa Tenggara Barat","Kab. Lombok Timur","Sakra Timur"
520319,"Nusa Tenggara Barat","Kab. Lombok Timur","Sakra Barat"
520320,"Nusa Tenggara Barat","Kab. Lombok Timur","Jerowaru"
520402,"Nusa Tenggara Barat","Kab. Sumbawa","Lunyuk"
520405,"Nusa Tenggara Barat","Kab. Sumbawa","Alas"
520406,"Nusa Tenggara Barat","Kab. Sumbawa","Utan"
520407,"Nusa Tenggara Barat","Kab. Sumbawa","Batu Lanteh"
520408,"Nusa Tenggara Barat","Kab. Sumbawa","Sumbawa"
520409,"Nusa Tenggara Barat","Kab. Sumbawa","Moyo Hilir"
520410,"Nusa Tenggara Barat","Kab. Sumbawa","Moyo Hulu"
520411,"Nusa Tenggara Barat","Kab. Sumbawa","Ropang"
520412,"Nusa Tenggara Barat","Kab. Sumbawa","Lape"
520413,"Nusa Tenggara Barat","Kab. Sumbawa","Plampang"
520414,"Nusa Tenggara Barat","Kab. Sumbawa","Empang"
520417,"Nusa Tenggara Barat","Kab. Sumbawa","Alas Barat"
520418,"Nusa Tenggara Barat","Kab. Sumbawa","Labuhan Badas"
520419,"Nusa Tenggara Barat","Kab. Sumbawa","Labangka"
520420,"Nusa Tenggara Barat","Kab. Sumbawa","Buer"
520421,"Nusa Tenggara Barat","Kab. Sumbawa","Rhee"
520422,"Nusa Tenggara Barat","Kab. Sumbawa","Unter Iwes"
520423,"Nusa Tenggara Barat","Kab. Sumbawa","Moyo Utara"
520424,"Nusa Tenggara Barat","Kab. Sumbawa","Maronge"
520425,"Nusa Tenggara Barat","Kab. Sumbawa","Tarano"
520426,"Nusa Tenggara Barat","Kab. Sumbawa","Lopok"
520427,"Nusa Tenggara Barat","Kab. Sumbawa","Lenangguar"
520428,"Nusa Tenggara Barat","Kab. Sumbawa","Orong Telu"
520429,"Nusa Tenggara Barat","Kab. Sumbawa","Lantung"
520501,"Nusa Tenggara Barat","Kab. Dompu","Dompu"
520502,"Nusa Tenggara Barat","Kab. Dompu","Kempo"
520503,"Nusa Tenggara Barat","Kab. Dompu","Hu'u"
520504,"Nusa Tenggara Barat","Kab. Dompu","Kilo"
520505,"Nusa Tenggara Barat","Kab. Dompu","Woja"
520506,"Nusa Tenggara Barat","Kab. Dompu","Pekat"
520507,"Nusa Tenggara Barat","Kab. Dompu","Manggalewa"
520508,"Nusa Tenggara Barat","Kab. Dompu","Pajo"
520601,"Nusa Tenggara Barat","Kab. Bima","Monta"
520602,"Nusa Tenggara Barat","Kab. Bima","Bolo"
520603,"Nusa Tenggara Barat","Kab. Bima","Woha"
520604,"Nusa Tenggara Barat","Kab. Bima","Belo"
520605,"Nusa Tenggara Barat","Kab. Bima","Wawo"
520606,"Nusa Tenggara Barat","Kab. Bima","Sape"
520607,"Nusa Tenggara Barat","Kab. Bima","Wera"
520608,"Nusa Tenggara Barat","Kab. Bima","Donggo"
520609,"Nusa Tenggara Barat","Kab. Bima","Sanggar"
520610,"Nusa Tenggara Barat","Kab. Bima","Ambalawi"
520611,"Nusa Tenggara Barat","Kab. Bima","Langgudu"
520612,"Nusa Tenggara Barat","Kab. Bima","Lambu"
520613,"Nusa Tenggara Barat","Kab. Bima","Madapangga"
520614,"Nusa Tenggara Barat","Kab. Bima","Tambora"
520615,"Nusa Tenggara Barat","Kab. Bima","Soromandi"
520616,"Nusa Tenggara Barat","Kab. Bima","Parado"
520617,"Nusa Tenggara Barat","Kab. Bima","Lambitu"
520618,"Nusa Tenggara Barat","Kab. Bima","Palibelo"
520701,"Nusa Tenggara Barat","Kab. Sumbawa Barat","Jereweh"
520702,"Nusa Tenggara Barat","Kab. Sumbawa Barat","Taliwang"
520703,"Nusa Tenggara Barat","Kab. Sumbawa Barat","Seteluk"
520704,"Nusa Tenggara Barat","Kab. Sumbawa Barat","Sekongkang"
520705,"Nusa Tenggara Barat","Kab. Sumbawa Barat","Brang Rea"
520706,"Nusa Tenggara Barat","Kab. Sumbawa Barat","Poto Tano"
520707,"Nusa Tenggara Barat","Kab. Sumbawa Barat","Brang Ene"
520708,"Nusa Tenggara Barat","Kab. Sumbawa Barat","Maluk"
520801,"Nusa Tenggara Barat","Kab. Lombok Utara","Tanjung"
520802,"Nusa Tenggara Barat","Kab. Lombok Utara","Gangga"
520803,"Nusa Tenggara Barat","Kab. Lombok Utara","Kayangan"
520804,"Nusa Tenggara Barat","Kab. Lombok Utara","Bayan"
520805,"Nusa Tenggara Barat","Kab. Lombok Utara","Pemenang"
527101,"Nusa Tenggara Barat","Kota Mataram","Ampenan"
527102,"Nusa Tenggara Barat","Kota Mataram","Mataram"
527103,"Nusa Tenggara Barat","Kota Mataram","Cakranegara"
527104,"Nusa Tenggara Barat","Kota Mataram","Sekarbela"
527105,"Nusa Tenggara Barat","Kota Mataram","Selaprang"
527106,"Nusa Tenggara Barat","Kota Mataram","Sandubaya"
527201,"Nusa Tenggara Barat","Kota Bima","RasanaE Barat"
527202,"Nusa Tenggara Barat","Kota Bima","RasanaE Timur"
527203,"Nusa Tenggara Barat","Kota Bima","Asakota"
527204,"Nusa Tenggara Barat","Kota Bima","Raba"
527205,"Nusa Tenggara Barat","Kota Bima","Mpunda"
530104,"Nusa Tenggara Timur","Kab. Kupang","Semau"
530105,"Nusa Tenggara Timur","Kab. Kupang","Kupang Barat"
530106,"Nusa Tenggara Timur","Kab. Kupang","Kupang Timur"
530107,"Nusa Tenggara Timur","Kab. Kupang","Sulamu"
530108,"Nusa Tenggara Timur","Kab. Kupang","Kupang Tengah"
530109,"Nusa Tenggara Timur","Kab. Kupang","Amarasi"
530110,"Nusa Tenggara Timur","Kab. Kupang","Fatuleu"
530111,"Nusa Tenggara Timur","Kab. Kupang","Takari"
530112,"Nusa Tenggara Timur","Kab. Kupang","Amfoang Selatan"
530113,"Nusa Tenggara Timur","Kab. Kupang","Amfoang Utara"
530116,"Nusa Tenggara Timur","Kab. Kupang","Nekamese"
530117,"Nusa Tenggara Timur","Kab. Kupang","Amarasi Barat"
530118,"Nusa Tenggara Timur","Kab. Kupang","Amarasi Selatan"
530119,"Nusa Tenggara Timur","Kab. Kupang","Amarasi Timur"
530120,"Nusa Tenggara Timur","Kab. Kupang","Amabi Oefeto Timur"
530121,"Nusa Tenggara Timur","Kab. Kupang","Amfoang Barat Daya"
530122,"Nusa Tenggara Timur","Kab. Kupang","Amfoang Barat Laut"
530123,"Nusa Tenggara Timur","Kab. Kupang","Semau Selatan"
530124,"Nusa Tenggara Timur","Kab. Kupang","Taebenu"
530125,"Nusa Tenggara Timur","Kab. Kupang","Amabi Oefeto"
530126,"Nusa Tenggara Timur","Kab. Kupang","Amfoang Timur"
530127,"Nusa Tenggara Timur","Kab. Kupang","Fatuleu Barat"
530128,"Nusa Tenggara Timur","Kab. Kupang","Fatuleu Tengah"
530130,"Nusa Tenggara Timur","Kab. Kupang","Amfoang Tengah"
530201,"Nusa Tenggara Timur","Kab. Timor Tengah Selatan","Kota Soe"
530202,"Nusa Tenggara Timur","Kab. Timor Tengah Selatan","Mollo Selatan"
530203,"Nusa Tenggara Timur","Kab. Timor Tengah Selatan","Mollo Utara"
530204,"Nusa Tenggara Timur","Kab. Timor Tengah Selatan","Amanuban Timur"
